;EXPER-FINAL-ALTERNATIVO-1-50000-LARS2019-LRTA - ISLANDS;

Max Interval - Mean
;1;4;7;10;13;16;
RSearch-w-Vaw(Unit,+,Dmin);1,831310;4,613708;0,603029;0,420437;6,108759;1,509083;
RSearch-w-Vaw(Pmin,+,No);1,831310;1,759887;0,854794;0,627861;0,462627;0,784119;
RSearch-w-Vaw(Pmin,+,Unit);206,140627;93,984509;41,180070;58,112062;83,759571;96,341555;
RSearch-w-Vaw(Pmin,+,Pmin);51,238272;33,721802;22,577596;10,772227;15,426882;30,984852;
RSearch-w-Vaw(Pmin,+,Dmin);1,831310;1,759887;0,854794;0,627861;0,462627;0,784119;
RSearch-w-Vaw(Dmin,+,No);1,689845;1,181691;0,965109;3,679599;5,981431;5,771508;
RSearch-w-Vaw(Dmin,+,Unit);199,369542;56,019356;28,094420;40,196686;34,422346;13,063271;
RSearch-w-Vaw(Dmin,+,Pmin);54,642699;57,221833;45,336572;24,412388;23,986290;18,867660;
RSearch-w-Vaw(Dmin,+,Dmin);1,689845;1,181691;0,965109;3,679599;5,981431;5,771508;
RSearch-w-Vaw(No,x,No);83,076177;47,433924;16,432287;26,819710;47,812601;31,539627;
RSearch-w-Vaw(No,x,Unit);5,011951;2,241002;1,071281;0,986130;1,398295;1,905803;
RSearch-w-Vaw(No,x,Pmin);83,076177;47,967225;12,456426;26,131704;47,953102;31,540211;
RSearch-w-Vaw(No,x,Dmin);1,831310;1,759887;1,402117;0,777006;0,357492;0,751166;
RSearch-w-Vaw(Unit,x,No);0,645274;69,032891;34,327769;22,210637;23,218676;17,920229;
RSearch-w-Vaw(Unit,x,Unit);7,922934;0,217152;0,138552;0,037693;0,044119;0,044713;
RSearch-w-Vaw(Unit,x,Pmin);0,645274;69,032891;34,327769;22,210637;23,218676;17,920229;
RSearch-w-Vaw(Unit,x,Dmin);199,369749;55,938888;22,525521;27,719559;16,860665;14,061323;
RSearch-w-Vaw(Pmin,x,No);83,076177;47,439691;16,432287;26,819710;47,812601;31,539627;
RSearch-w-Vaw(Pmin,x,Unit);5,011951;2,241002;1,071281;0,986130;1,398295;1,905803;
RSearch-w-Vaw(Pmin,x,Pmin);83,076177;47,967225;12,456426;26,127135;48,500186;29,617250;
RSearch-w-Vaw(Pmin,x,Dmin);1,831310;1,759887;1,402117;0,777006;0,357492;0,751166;
RSearch-w-Vaw(Dmin,x,No);89,259569;33,091366;56,917229;40,759122;25,248108;27,218552;
RSearch-w-Vaw(Dmin,x,Unit);5,011951;2,241002;1,071281;0,986130;1,398295;1,905803;
RSearch-w-Vaw(Dmin,x,Pmin);89,259569;33,091366;56,917229;40,759122;25,248108;27,218552;
RSearch-w-Vaw(Dmin,x,Dmin);1,689845;1,653135;2,136167;0,515324;1,629260;1,096986;


SDF - Mean
;1;4;7;10;13;16;
RSearch-NCount;0,000049;0,000127;0,000183;0,000256;0,000343;0,000438;
RSearch-Vaw;0,001146;0,004587;0,007731;0,011137;0,014465;0,017277;
RSearch-LRTA*-unit;0,000699;0,002888;0,005188;0,007512;0,009960;0,012251;
RSearch-Full-LRTA*;0,001400;0,005247;0,008802;0,012097;0,015596;0,018739;
RSearch-w-NC(No,+,No);0,000102;0,000118;0,000181;0,000277;0,000359;0,000488;
RSearch-w-NC(No,+,Unit);0,015295;0,048947;0,075243;0,075338;0,086039;0,070566;
RSearch-w-NC(No,+,Pmin);0,004489;0,013987;0,022282;0,020846;0,035106;0,040004;
RSearch-w-NC(No,+,Dmin);0,000102;0,000118;0,000181;0,000277;0,000359;0,000488;
RSearch-w-NC(Unit,+,No);0,000047;0,000106;0,000164;0,000248;0,000371;0,000466;
RSearch-w-NC(Unit,+,Unit);0,015501;0,028017;0,039386;0,046041;0,069042;0,054440;
RSearch-w-NC(Unit,+,Pmin);0,001791;0,005910;0,009951;0,015439;0,025194;0,024654;
RSearch-w-NC(Unit,+,Dmin);0,000047;0,000106;0,000164;0,000248;0,000371;0,000466;
RSearch-w-NC(Pmin,+,No);0,000068;0,000146;0,000290;0,000431;0,000631;0,000748;
RSearch-w-NC(Pmin,+,Unit);0,011294;0,022816;0,039304;0,037763;0,041944;0,052141;
RSearch-w-NC(Pmin,+,Pmin);0,002191;0,008110;0,014261;0,019249;0,027888;0,030480;
RSearch-w-NC(Pmin,+,Dmin);0,000060;0,000142;0,000319;0,000383;0,000600;0,000762;
RSearch-w-NC(Dmin,+,No);0,000102;0,000118;0,000181;0,000277;0,000359;0,000488;
RSearch-w-NC(Dmin,+,Unit);0,015295;0,048947;0,075243;0,075338;0,086039;0,070566;
RSearch-w-NC(Dmin,+,Pmin);0,004494;0,014142;0,022161;0,020609;0,035111;0,039895;
RSearch-w-NC(Dmin,+,Dmin);0,000102;0,000118;0,000181;0,000277;0,000359;0,000488;
RSearch-w-NC(No,x,No);0,002385;0,008265;0,013011;0,020927;0,023384;0,028614;
RSearch-w-NC(No,x,Unit);0,000052;0,000104;0,000167;0,000212;0,000336;0,000414;
RSearch-w-NC(No,x,Pmin);0,002428;0,007763;0,016147;0,020895;0,027316;0,037442;
RSearch-w-NC(No,x,Dmin);0,000051;0,000146;0,000294;0,000380;0,000543;0,000772;
RSearch-w-NC(Unit,x,No);0,023854;0,065503;0,091015;0,091275;0,150180;0,136799;
RSearch-w-NC(Unit,x,Unit);0,000635;0,002881;0,005237;0,007566;0,009927;0,012371;
RSearch-w-NC(Unit,x,Pmin);0,023854;0,065503;0,091015;0,091275;0,150180;0,136799;
RSearch-w-NC(Unit,x,Dmin);0,016995;0,053453;0,088106;0,091066;0,146304;0,141969;
RSearch-w-NC(Pmin,x,No);0,002492;0,008545;0,013620;0,020443;0,022786;0,027693;
RSearch-w-NC(Pmin,x,Unit);0,000052;0,000104;0,000167;0,000212;0,000336;0,000414;
RSearch-w-NC(Pmin,x,Pmin);0,002488;0,007654;0,014617;0,016790;0,028219;0,035734;
RSearch-w-NC(Pmin,x,Dmin);0,000051;0,000146;0,000294;0,000380;0,000543;0,000772;
RSearch-w-NC(Dmin,x,No);0,005253;0,013126;0,015087;0,025605;0,044385;0,060556;
RSearch-w-NC(Dmin,x,Unit);0,000052;0,000104;0,000167;0,000212;0,000336;0,000414;
RSearch-w-NC(Dmin,x,Pmin);0,005253;0,013126;0,015087;0,025605;0,044385;0,060556;
RSearch-w-NC(Dmin,x,Dmin);0,000091;0,000122;0,000178;0,000230;0,000351;0,000434;
RSearch-w-Vaw(No,+,No);0,001142;0,004459;0,007622;0,010474;0,013480;0,016318;
RSearch-w-Vaw(No,+,Unit);0,016994;0,052514;0,084836;0,090688;0,096951;0,100284;
RSearch-w-Vaw(No,+,Pmin);0,014902;0,076408;0,057586;0,091643;0,129075;0,129065;
RSearch-w-Vaw(No,+,Dmin);0,001142;0,004459;0,007622;0,010474;0,013480;0,016318;
RSearch-w-Vaw(Unit,+,No);0,001149;0,004808;0,007962;0,011268;0,015218;0,017684;
RSearch-w-Vaw(Unit,+,Unit);0,014877;0,027582;0,041075;0,037156;0,047884;0,046549;
RSearch-w-Vaw(Unit,+,Pmin);0,008658;0,033901;0,064915;0,078981;0,094274;0,156638;
RSearch-w-Vaw(Unit,+,Dmin);0,001149;0,004808;0,007962;0,011268;0,015218;0,017684;
RSearch-w-Vaw(Pmin,+,No);0,001149;0,004673;0,007986;0,011362;0,014950;0,017929;
RSearch-w-Vaw(Pmin,+,Unit);0,011425;0,024937;0,037761;0,042262;0,043010;0,043067;
RSearch-w-Vaw(Pmin,+,Pmin);0,020199;0,066361;0,087819;0,095841;0,151531;0,157344;
RSearch-w-Vaw(Pmin,+,Dmin);0,001149;0,004673;0,007986;0,011362;0,014950;0,017929;
RSearch-w-Vaw(Dmin,+,No);0,001142;0,004459;0,007622;0,010474;0,013480;0,016318;
RSearch-w-Vaw(Dmin,+,Unit);0,016994;0,052514;0,084836;0,090688;0,096951;0,100284;
RSearch-w-Vaw(Dmin,+,Pmin);0,014902;0,076408;0,059470;0,091643;0,129073;0,129065;
RSearch-w-Vaw(Dmin,+,Dmin);0,001142;0,004459;0,007622;0,010474;0,013480;0,016318;
RSearch-w-Vaw(No,x,No);0,017270;0,061427;0,100895;0,115134;0,123931;0,175174;
RSearch-w-Vaw(No,x,Unit);0,001204;0,004667;0,007788;0,011103;0,013763;0,016939;
RSearch-w-Vaw(No,x,Pmin);0,017270;0,066260;0,096029;0,112331;0,124443;0,175174;
RSearch-w-Vaw(No,x,Dmin);0,001149;0,004673;0,008023;0,011250;0,014807;0,018195;
RSearch-w-Vaw(Unit,x,No);0,023837;0,065588;0,091136;0,091687;0,150333;0,137137;
RSearch-w-Vaw(Unit,x,Unit);0,001974;0,007225;0,011885;0,016222;0,019861;0,023831;
RSearch-w-Vaw(Unit,x,Pmin);0,023837;0,065588;0,091136;0,091687;0,150333;0,137137;
RSearch-w-Vaw(Unit,x,Dmin);0,016995;0,053576;0,088189;0,091351;0,146366;0,142120;
RSearch-w-Vaw(Pmin,x,No);0,017270;0,061429;0,100895;0,115134;0,123931;0,175174;
RSearch-w-Vaw(Pmin,x,Unit);0,001204;0,004667;0,007788;0,011103;0,013763;0,016939;
RSearch-w-Vaw(Pmin,x,Pmin);0,017270;0,066260;0,096029;0,112331;0,124339;0,190664;
RSearch-w-Vaw(Pmin,x,Dmin);0,001149;0,004673;0,008023;0,011250;0,014807;0,018195;
RSearch-w-Vaw(Dmin,x,No);0,025067;0,043087;0,072020;0,087541;0,118658;0,149551;
RSearch-w-Vaw(Dmin,x,Unit);0,001204;0,004667;0,007788;0,011103;0,013763;0,016939;
RSearch-w-Vaw(Dmin,x,Pmin);0,025067;0,043087;0,072020;0,087541;0,118658;0,149551;
RSearch-w-Vaw(Dmin,x,Dmin);0,001142;0,004631;0,008129;0,010974;0,013649;0,017932;


SDF - StdDev
;1;4;7;10;13;16;
RSearch-NCount;0,000003;0,000012;0,000020;0,000040;0,000039;0,000052;
RSearch-Vaw;0,000012;0,000074;0,000362;0,000047;0,000439;0,000899;
RSearch-LRTA*-unit;0,000008;0,000043;0,000037;0,000027;0,000120;0,000061;
RSearch-Full-LRTA*;0,000010;0,000122;0,000142;0,000144;0,000076;0,000137;
RSearch-w-NC(No,+,No);0,000016;0,000002;0,000012;0,000042;0,000054;0,000047;
RSearch-w-NC(No,+,Unit);0,001518;0,006541;0,019048;0,012284;0,019953;0,017326;
RSearch-w-NC(No,+,Pmin);0,001125;0,000896;0,004203;0,002635;0,001811;0,005588;
RSearch-w-NC(No,+,Dmin);0,000016;0,000002;0,000012;0,000042;0,000054;0,000047;
RSearch-w-NC(Unit,+,No);0,000004;0,000008;0,000010;0,000025;0,000031;0,000058;
RSearch-w-NC(Unit,+,Unit);0,001584;0,005656;0,006377;0,007637;0,017773;0,004239;
RSearch-w-NC(Unit,+,Pmin);0,000396;0,000522;0,001452;0,002630;0,012298;0,006922;
RSearch-w-NC(Unit,+,Dmin);0,000004;0,000008;0,000010;0,000025;0,000031;0,000058;
RSearch-w-NC(Pmin,+,No);0,000009;0,000015;0,000032;0,000042;0,000081;0,000065;
RSearch-w-NC(Pmin,+,Unit);0,001854;0,003368;0,002436;0,005761;0,007197;0,013803;
RSearch-w-NC(Pmin,+,Pmin);0,000774;0,002973;0,003528;0,005131;0,004076;0,005583;
RSearch-w-NC(Pmin,+,Dmin);0,000002;0,000012;0,000018;0,000029;0,000088;0,000059;
RSearch-w-NC(Dmin,+,No);0,000016;0,000002;0,000012;0,000042;0,000054;0,000047;
RSearch-w-NC(Dmin,+,Unit);0,001518;0,006541;0,019048;0,012284;0,019953;0,017326;
RSearch-w-NC(Dmin,+,Pmin);0,001127;0,001038;0,004135;0,002112;0,001808;0,005674;
RSearch-w-NC(Dmin,+,Dmin);0,000016;0,000002;0,000012;0,000042;0,000054;0,000047;
RSearch-w-NC(No,x,No);0,000532;0,001982;0,003248;0,004102;0,002264;0,004494;
RSearch-w-NC(No,x,Unit);0,000005;0,000009;0,000025;0,000016;0,000039;0,000020;
RSearch-w-NC(No,x,Pmin);0,000583;0,001800;0,002216;0,004950;0,007059;0,011165;
RSearch-w-NC(No,x,Dmin);0,000004;0,000009;0,000033;0,000049;0,000090;0,000103;
RSearch-w-NC(Unit,x,No);0,000031;0,020083;0,036063;0,010965;0,027818;0,021874;
RSearch-w-NC(Unit,x,Unit);0,000011;0,000013;0,000020;0,000031;0,000029;0,000038;
RSearch-w-NC(Unit,x,Pmin);0,000031;0,020083;0,036063;0,010965;0,027818;0,021874;
RSearch-w-NC(Unit,x,Dmin);0,003786;0,007313;0,020817;0,012400;0,036202;0,021209;
RSearch-w-NC(Pmin,x,No);0,000523;0,002132;0,002810;0,003901;0,002306;0,004281;
RSearch-w-NC(Pmin,x,Unit);0,000005;0,000009;0,000025;0,000016;0,000039;0,000020;
RSearch-w-NC(Pmin,x,Pmin);0,000520;0,001590;0,001402;0,003675;0,007038;0,008350;
RSearch-w-NC(Pmin,x,Dmin);0,000004;0,000009;0,000033;0,000049;0,000090;0,000103;
RSearch-w-NC(Dmin,x,No);0,001066;0,002757;0,001219;0,004390;0,008845;0,007572;
RSearch-w-NC(Dmin,x,Unit);0,000005;0,000009;0,000025;0,000016;0,000039;0,000020;
RSearch-w-NC(Dmin,x,Pmin);0,001066;0,002757;0,001219;0,004390;0,008845;0,007572;
RSearch-w-NC(Dmin,x,Dmin);0,000005;0,000017;0,000020;0,000031;0,000035;0,000037;
RSearch-w-Vaw(No,+,No);0,000007;0,000071;0,000262;0,000786;0,001697;0,002951;
RSearch-w-Vaw(No,+,Unit);0,003784;0,007145;0,020557;0,012313;0,017704;0,009215;
RSearch-w-Vaw(No,+,Pmin);0,002290;0,014326;0,011425;0,031160;0,026861;0,006944;
RSearch-w-Vaw(No,+,Dmin);0,000007;0,000071;0,000262;0,000786;0,001697;0,002951;
RSearch-w-Vaw(Unit,+,No);0,000012;0,000507;0,000161;0,000222;0,000312;0,000961;
RSearch-w-Vaw(Unit,+,Unit);0,001699;0,005390;0,007924;0,006436;0,011733;0,012449;
RSearch-w-Vaw(Unit,+,Pmin);0,001754;0,008598;0,012872;0,010844;0,016210;0,054199;
RSearch-w-Vaw(Unit,+,Dmin);0,000012;0,000507;0,000161;0,000222;0,000312;0,000961;
RSearch-w-Vaw(Pmin,+,No);0,000012;0,000106;0,000183;0,000323;0,000273;0,000338;
RSearch-w-Vaw(Pmin,+,Unit);0,001747;0,004490;0,004462;0,009006;0,008001;0,014555;
RSearch-w-Vaw(Pmin,+,Pmin);0,003755;0,019118;0,022098;0,019952;0,034458;0,019904;
RSearch-w-Vaw(Pmin,+,Dmin);0,000012;0,000106;0,000183;0,000323;0,000273;0,000338;
RSearch-w-Vaw(Dmin,+,No);0,000007;0,000071;0,000262;0,000786;0,001697;0,002951;
RSearch-w-Vaw(Dmin,+,Unit);0,003784;0,007145;0,020557;0,012313;0,017704;0,009215;
RSearch-w-Vaw(Dmin,+,Pmin);0,002290;0,014326;0,011290;0,031160;0,026861;0,006944;
RSearch-w-Vaw(Dmin,+,Dmin);0,000007;0,000071;0,000262;0,000786;0,001697;0,002951;
RSearch-w-Vaw(No,x,No);0,004432;0,018107;0,023530;0,043125;0,028208;0,037188;
RSearch-w-Vaw(No,x,Unit);0,000086;0,000040;0,000299;0,000398;0,000843;0,001126;
RSearch-w-Vaw(No,x,Pmin);0,004432;0,024414;0,025773;0,043161;0,027655;0,037188;
RSearch-w-Vaw(No,x,Dmin);0,000012;0,000106;0,000191;0,000177;0,000452;0,000726;
RSearch-w-Vaw(Unit,x,No);0,000021;0,019955;0,035926;0,010804;0,027731;0,021726;
RSearch-w-Vaw(Unit,x,Unit);0,000161;0,000167;0,000309;0,000197;0,000360;0,000626;
RSearch-w-Vaw(Unit,x,Pmin);0,000021;0,019955;0,035926;0,010804;0,027731;0,021726;
RSearch-w-Vaw(Unit,x,Dmin);0,003786;0,007098;0,020770;0,012272;0,036126;0,021154;
RSearch-w-Vaw(Pmin,x,No);0,004432;0,018105;0,023530;0,043125;0,028208;0,037188;
RSearch-w-Vaw(Pmin,x,Unit);0,000086;0,000040;0,000299;0,000398;0,000843;0,001126;
RSearch-w-Vaw(Pmin,x,Pmin);0,004432;0,024414;0,025773;0,043161;0,027512;0,045656;
RSearch-w-Vaw(Pmin,x,Dmin);0,000012;0,000106;0,000191;0,000177;0,000452;0,000726;
RSearch-w-Vaw(Dmin,x,No);0,003199;0,011928;0,016664;0,025530;0,025093;0,041018;
RSearch-w-Vaw(Dmin,x,Unit);0,000086;0,000040;0,000299;0,000398;0,000843;0,001126;
RSearch-w-Vaw(Dmin,x,Pmin);0,003199;0,011928;0,016664;0,025530;0,025093;0,041018;
RSearch-w-Vaw(Dmin,x,Dmin);0,000007;0,000111;0,000828;0,000398;0,000718;0,000224;


