;EXPER-FINAL-ALTERNATIVO-1-50000-LARS2019-LRTA - MAPA;

Max Interval - Mean
;1;4;7;10;13;16;
RSearch-w-Vaw(Pmin,+,Unit);130,526579;20,511495;8,360513;15,234344;9,470372;11,442664;
RSearch-w-Vaw(Pmin,+,Pmin);164,690089;49,174194;13,766624;16,413308;24,420275;3,312223;
RSearch-w-Vaw(Pmin,+,Dmin);17,132371;4,228297;3,076356;2,910426;2,244479;2,550756;
RSearch-w-Vaw(Dmin,+,No);12,048095;7,520263;2,434635;3,305402;3,199457;3,053776;
RSearch-w-Vaw(Dmin,+,Unit);169,936843;6,467803;25,300476;10,047696;19,200819;7,844807;
RSearch-w-Vaw(Dmin,+,Pmin);110,505537;71,814488;18,600943;24,101608;20,614971;16,139934;
RSearch-w-Vaw(Dmin,+,Dmin);12,048095;7,520263;2,434635;3,305402;3,199457;3,053776;
RSearch-w-Vaw(No,x,No);82,176629;42,678024;18,961298;18,024294;20,171672;8,063291;
RSearch-w-Vaw(No,x,Unit);10,326571;7,375888;3,997095;2,821080;2,038406;2,818809;
RSearch-w-Vaw(No,x,Pmin);82,176629;55,556074;18,961298;18,645112;20,171672;8,063672;
RSearch-w-Vaw(No,x,Dmin);17,132371;2,904530;2,641974;1,595187;2,242472;2,811383;
RSearch-w-Vaw(Unit,x,No);221,441185;47,611544;30,910535;29,545299;12,764846;13,374704;
RSearch-w-Vaw(Unit,x,Unit);0,783277;0,165505;0,030550;0,101949;0,055491;0,023473;
RSearch-w-Vaw(Unit,x,Pmin);221,441185;47,611544;30,910535;29,545299;12,764846;13,374704;
RSearch-w-Vaw(Unit,x,Dmin);287,544755;22,735022;45,948315;10,139270;13,686112;10,821525;
RSearch-w-Vaw(Pmin,x,No);82,176629;42,678024;18,961298;18,024294;20,171672;8,063291;
RSearch-w-Vaw(Pmin,x,Unit);10,326571;7,375888;3,997095;2,821080;2,038406;2,818809;
RSearch-w-Vaw(Pmin,x,Pmin);82,176629;55,556074;18,596651;18,043911;24,766829;8,058205;
RSearch-w-Vaw(Pmin,x,Dmin);17,132371;2,904530;2,641974;1,595187;2,242472;2,811383;
RSearch-w-Vaw(Dmin,x,No);186,018063;74,758205;52,619882;14,782755;33,802875;16,335626;
RSearch-w-Vaw(Dmin,x,Unit);10,326571;7,375888;3,997095;2,821080;2,038406;2,818809;
RSearch-w-Vaw(Dmin,x,Pmin);186,018063;79,202859;52,619882;15,679208;33,802661;16,335027;
RSearch-w-Vaw(Dmin,x,Dmin);11,580712;4,603222;12,062778;3,889009;1,411037;4,094220;


SDF - Mean
;1;4;7;10;13;16;
RSearch-NCount;0,000013;0,000015;0,000019;0,000033;0,000032;0,000040;
RSearch-Vaw;0,000469;0,002171;0,003878;0,004359;0,009157;0,007856;
RSearch-LRTA*-unit;0,000416;0,001717;0,003177;0,004643;0,006134;0,007731;
RSearch-Full-LRTA*;0,001455;0,005296;0,008683;0,011747;0,014782;0,017576;
RSearch-w-NC(No,+,No);0,000059;0,000063;0,000064;0,000065;0,000070;0,000066;
RSearch-w-NC(No,+,Unit);0,039182;0,074452;0,100731;0,130197;0,145469;0,179486;
RSearch-w-NC(No,+,Pmin);0,002440;0,009713;0,017193;0,024651;0,030892;0,041800;
RSearch-w-NC(No,+,Dmin);0,000059;0,000063;0,000064;0,000065;0,000070;0,000066;
RSearch-w-NC(Unit,+,No);0,000014;0,000025;0,000027;0,000049;0,000047;0,000092;
RSearch-w-NC(Unit,+,Unit);0,000020;0,000035;0,000044;0,000062;0,000081;0,000100;
RSearch-w-NC(Unit,+,Pmin);0,000942;0,003844;0,006934;0,009563;0,012290;0,015425;
RSearch-w-NC(Unit,+,Dmin);0,000014;0,000025;0,000027;0,000049;0,000047;0,000092;
RSearch-w-NC(Pmin,+,No);0,000019;0,000027;0,000040;0,000063;0,000072;0,000093;
RSearch-w-NC(Pmin,+,Unit);0,043547;0,064470;0,032217;0,075981;0,222741;0,195585;
RSearch-w-NC(Pmin,+,Pmin);0,001201;0,005249;0,008516;0,011877;0,016048;0,020734;
RSearch-w-NC(Pmin,+,Dmin);0,000019;0,000022;0,000037;0,000073;0,000088;0,000082;
RSearch-w-NC(Dmin,+,No);0,000059;0,000063;0,000064;0,000065;0,000070;0,000066;
RSearch-w-NC(Dmin,+,Unit);0,039182;0,074452;0,100731;0,130197;0,145469;0,179486;
RSearch-w-NC(Dmin,+,Pmin);0,002389;0,009642;0,017449;0,024020;0,032362;0,040322;
RSearch-w-NC(Dmin,+,Dmin);0,000059;0,000063;0,000064;0,000065;0,000070;0,000066;
RSearch-w-NC(No,x,No);0,001353;0,005502;0,009158;0,013912;0,017626;0,021702;
RSearch-w-NC(No,x,Unit);0,000013;0,000019;0,000019;0,000024;0,000030;0,000027;
RSearch-w-NC(No,x,Pmin);0,001367;0,005379;0,009574;0,013402;0,017247;0,022703;
RSearch-w-NC(No,x,Dmin);0,000017;0,000027;0,000039;0,000067;0,000083;0,000092;
RSearch-w-NC(Unit,x,No);0,028235;0,070637;0,092506;0,114089;0,163128;0,194044;
RSearch-w-NC(Unit,x,Unit);0,000025;0,000031;0,000032;0,000040;0,000046;0,000063;
RSearch-w-NC(Unit,x,Pmin);0,028235;0,070637;0,092506;0,114089;0,163128;0,194044;
RSearch-w-NC(Unit,x,Dmin);0,033311;0,068904;0,097973;0,132043;0,150045;0,195803;
RSearch-w-NC(Pmin,x,No);0,001382;0,005605;0,009383;0,012739;0,016829;0,021845;
RSearch-w-NC(Pmin,x,Unit);0,000013;0,000019;0,000019;0,000024;0,000030;0,000027;
RSearch-w-NC(Pmin,x,Pmin);0,001341;0,005339;0,009669;0,013177;0,016689;0,020941;
RSearch-w-NC(Pmin,x,Dmin);0,000017;0,000027;0,000039;0,000067;0,000083;0,000092;
RSearch-w-NC(Dmin,x,No);0,002980;0,011293;0,018513;0,027606;0,034454;0,045539;
RSearch-w-NC(Dmin,x,Unit);0,000013;0,000019;0,000019;0,000024;0,000030;0,000027;
RSearch-w-NC(Dmin,x,Pmin);0,002961;0,010179;0,018479;0,030686;0,034752;0,042859;
RSearch-w-NC(Dmin,x,Dmin);0,000064;0,000065;0,000065;0,000065;0,000073;0,000072;
RSearch-w-Vaw(No,+,No);0,000597;0,001747;0,003014;0,004755;0,004578;0,008285;
RSearch-w-Vaw(No,+,Unit);0,039182;0,074452;0,097473;0,136619;0,154095;0,180160;
RSearch-w-Vaw(No,+,Pmin);0,015213;0,051024;0,089075;0,097692;0,145740;0,187422;
RSearch-w-Vaw(No,+,Dmin);0,000597;0,001747;0,003014;0,004755;0,004578;0,008285;
RSearch-w-Vaw(Unit,+,No);0,000504;0,002268;0,002869;0,004764;0,007894;0,009295;
RSearch-w-Vaw(Unit,+,Unit);0,001142;0,004501;0,007161;0,009557;0,012216;0,014984;
RSearch-w-Vaw(Unit,+,Pmin);0,014849;0,051763;0,089421;0,112749;0,172587;0,188869;
RSearch-w-Vaw(Unit,+,Dmin);0,000504;0,002268;0,002869;0,004764;0,007894;0,009295;
RSearch-w-Vaw(Pmin,+,No);0,000567;0,002000;0,003888;0,006062;0,006218;0,009021;
RSearch-w-Vaw(Pmin,+,Unit);0,045437;0,135472;0,220207;0,366416;0,474852;0,641217;
RSearch-w-Vaw(Pmin,+,Pmin);0,016131;0,057089;0,122513;0,180837;0,200383;0,235602;
RSearch-w-Vaw(Pmin,+,Dmin);0,000567;0,002053;0,003888;0,005583;0,006218;0,009021;
RSearch-w-Vaw(Dmin,+,No);0,000597;0,001747;0,003014;0,004755;0,004578;0,008285;
RSearch-w-Vaw(Dmin,+,Unit);0,039182;0,074452;0,097473;0,136619;0,154095;0,180160;
RSearch-w-Vaw(Dmin,+,Pmin);0,015213;0,051024;0,090020;0,101252;0,145740;0,187422;
RSearch-w-Vaw(Dmin,+,Dmin);0,000597;0,001747;0,003014;0,004755;0,004578;0,008285;
RSearch-w-Vaw(No,x,No);0,019883;0,065563;0,107082;0,154462;0,205920;0,339927;
RSearch-w-Vaw(No,x,Unit);0,000568;0,002482;0,003294;0,005352;0,007960;0,008737;
RSearch-w-Vaw(No,x,Pmin);0,019883;0,066029;0,107082;0,149138;0,205920;0,339925;
RSearch-w-Vaw(No,x,Dmin);0,000567;0,001858;0,003864;0,004435;0,006152;0,007133;
RSearch-w-Vaw(Unit,x,No);0,028235;0,070637;0,092506;0,114089;0,163128;0,194044;
RSearch-w-Vaw(Unit,x,Unit);0,000927;0,003588;0,006234;0,008790;0,011663;0,014176;
RSearch-w-Vaw(Unit,x,Pmin);0,028235;0,070637;0,092506;0,114089;0,163128;0,194044;
RSearch-w-Vaw(Unit,x,Dmin);0,033311;0,068904;0,097973;0,132043;0,150045;0,195803;
RSearch-w-Vaw(Pmin,x,No);0,019883;0,065563;0,107082;0,154462;0,205920;0,339927;
RSearch-w-Vaw(Pmin,x,Unit);0,000568;0,002482;0,003294;0,005352;0,007960;0,008737;
RSearch-w-Vaw(Pmin,x,Pmin);0,019883;0,066029;0,118442;0,154410;0,218453;0,311650;
RSearch-w-Vaw(Pmin,x,Dmin);0,000567;0,001858;0,003864;0,004435;0,006152;0,007133;
RSearch-w-Vaw(Dmin,x,No);0,019368;0,047021;0,086220;0,127841;0,147785;0,168201;
RSearch-w-Vaw(Dmin,x,Unit);0,000568;0,002482;0,003294;0,005352;0,007960;0,008737;
RSearch-w-Vaw(Dmin,x,Pmin);0,019368;0,047445;0,086220;0,128014;0,147785;0,168201;
RSearch-w-Vaw(Dmin,x,Dmin);0,000446;0,001619;0,004470;0,005305;0,003964;0,008046;


SDF - StdDev
;1;4;7;10;13;16;
RSearch-NCount;0,000001;0,000002;0,000003;0,000007;0,000004;0,000005;
RSearch-Vaw;0,000111;0,000315;0,000469;0,001736;0,003822;0,001401;
RSearch-LRTA*-unit;0,000016;0,000024;0,000025;0,000064;0,000053;0,000021;
RSearch-Full-LRTA*;0,000021;0,000057;0,000092;0,000100;0,000408;0,000325;
RSearch-w-NC(No,+,No);0,000001;0,000005;0,000002;0,000005;0,000012;0,000003;
RSearch-w-NC(No,+,Unit);0,007996;0,016633;0,018793;0,025833;0,018278;0,037479;
RSearch-w-NC(No,+,Pmin);0,000303;0,001157;0,001279;0,001142;0,002261;0,005145;
RSearch-w-NC(No,+,Dmin);0,000001;0,000005;0,000002;0,000005;0,000012;0,000003;
RSearch-w-NC(Unit,+,No);0,000001;0,000004;0,000007;0,000012;0,000014;0,000032;
RSearch-w-NC(Unit,+,Unit);0,000003;0,000003;0,000007;0,000009;0,000022;0,000012;
RSearch-w-NC(Unit,+,Pmin);0,000016;0,000092;0,000137;0,000329;0,000135;0,000300;
RSearch-w-NC(Unit,+,Dmin);0,000001;0,000004;0,000007;0,000012;0,000014;0,000032;
RSearch-w-NC(Pmin,+,No);0,000002;0,000004;0,000011;0,000028;0,000029;0,000016;
RSearch-w-NC(Pmin,+,Unit);0,009547;0,027930;0,010194;0,020547;0,177845;0,090968;
RSearch-w-NC(Pmin,+,Pmin);0,000074;0,000366;0,000461;0,000879;0,000636;0,001169;
RSearch-w-NC(Pmin,+,Dmin);0,000001;0,000003;0,000014;0,000030;0,000032;0,000020;
RSearch-w-NC(Dmin,+,No);0,000001;0,000005;0,000002;0,000005;0,000012;0,000003;
RSearch-w-NC(Dmin,+,Unit);0,007996;0,016633;0,018793;0,025833;0,018278;0,037479;
RSearch-w-NC(Dmin,+,Pmin);0,000306;0,000661;0,001711;0,003179;0,003495;0,005314;
RSearch-w-NC(Dmin,+,Dmin);0,000001;0,000005;0,000002;0,000005;0,000012;0,000003;
RSearch-w-NC(No,x,No);0,000171;0,000572;0,000711;0,001407;0,001512;0,001245;
RSearch-w-NC(No,x,Unit);0,000002;0,000002;0,000003;0,000005;0,000004;0,000003;
RSearch-w-NC(No,x,Pmin);0,000146;0,000381;0,000438;0,001276;0,001196;0,001163;
RSearch-w-NC(No,x,Dmin);0,000001;0,000004;0,000010;0,000032;0,000045;0,000023;
RSearch-w-NC(Unit,x,No);0,005379;0,018348;0,019262;0,011937;0,031786;0,033653;
RSearch-w-NC(Unit,x,Unit);0,000003;0,000003;0,000003;0,000007;0,000004;0,000008;
RSearch-w-NC(Unit,x,Pmin);0,005379;0,018348;0,019262;0,011937;0,031786;0,033653;
RSearch-w-NC(Unit,x,Dmin);0,009330;0,008690;0,023367;0,030613;0,021419;0,034951;
RSearch-w-NC(Pmin,x,No);0,000174;0,000221;0,000541;0,001014;0,001126;0,001929;
RSearch-w-NC(Pmin,x,Unit);0,000002;0,000002;0,000003;0,000005;0,000004;0,000003;
RSearch-w-NC(Pmin,x,Pmin);0,000102;0,000414;0,001087;0,000350;0,001407;0,001495;
RSearch-w-NC(Pmin,x,Dmin);0,000001;0,000004;0,000010;0,000032;0,000045;0,000023;
RSearch-w-NC(Dmin,x,No);0,000313;0,001509;0,001911;0,001598;0,001925;0,003548;
RSearch-w-NC(Dmin,x,Unit);0,000002;0,000002;0,000003;0,000005;0,000004;0,000003;
RSearch-w-NC(Dmin,x,Pmin);0,000333;0,000909;0,002156;0,001708;0,003493;0,006122;
RSearch-w-NC(Dmin,x,Dmin);0,000003;0,000005;0,000005;0,000003;0,000008;0,000012;
RSearch-w-Vaw(No,+,No);0,000086;0,000856;0,000787;0,001696;0,002899;0,001942;
RSearch-w-Vaw(No,+,Unit);0,007996;0,016633;0,021461;0,023128;0,013168;0,037205;
RSearch-w-Vaw(No,+,Pmin);0,003634;0,009879;0,011205;0,018804;0,020512;0,025457;
RSearch-w-Vaw(No,+,Dmin);0,000086;0,000856;0,000787;0,001696;0,002899;0,001942;
RSearch-w-Vaw(Unit,+,No);0,000130;0,000413;0,001458;0,000747;0,001773;0,000951;
RSearch-w-Vaw(Unit,+,Unit);0,000014;0,000083;0,000205;0,000151;0,000140;0,000304;
RSearch-w-Vaw(Unit,+,Pmin);0,003109;0,013883;0,021264;0,014216;0,081548;0,019436;
RSearch-w-Vaw(Unit,+,Dmin);0,000130;0,000413;0,001458;0,000747;0,001773;0,000951;
RSearch-w-Vaw(Pmin,+,No);0,000106;0,000391;0,000713;0,000567;0,001528;0,004323;
RSearch-w-Vaw(Pmin,+,Unit);0,006548;0,019239;0,034510;0,024616;0,081093;0,027366;
RSearch-w-Vaw(Pmin,+,Pmin);0,004142;0,007345;0,029078;0,056921;0,043465;0,019360;
RSearch-w-Vaw(Pmin,+,Dmin);0,000106;0,000385;0,000713;0,000766;0,001528;0,004323;
RSearch-w-Vaw(Dmin,+,No);0,000086;0,000856;0,000787;0,001696;0,002899;0,001942;
RSearch-w-Vaw(Dmin,+,Unit);0,007996;0,016633;0,021461;0,023128;0,013168;0,037205;
RSearch-w-Vaw(Dmin,+,Pmin);0,003634;0,009879;0,010756;0,015823;0,020512;0,025457;
RSearch-w-Vaw(Dmin,+,Dmin);0,000086;0,000856;0,000787;0,001696;0,002899;0,001942;
RSearch-w-Vaw(No,x,No);0,006375;0,019665;0,021400;0,045083;0,035797;0,102114;
RSearch-w-Vaw(No,x,Unit);0,000110;0,000369;0,001625;0,000787;0,000478;0,000815;
RSearch-w-Vaw(No,x,Pmin);0,006375;0,019970;0,021400;0,039859;0,035797;0,102113;
RSearch-w-Vaw(No,x,Dmin);0,000106;0,000746;0,000510;0,002050;0,001985;0,001444;
RSearch-w-Vaw(Unit,x,No);0,005379;0,018348;0,019262;0,011937;0,031786;0,033653;
RSearch-w-Vaw(Unit,x,Unit);0,000023;0,000046;0,000081;0,000096;0,000085;0,000138;
RSearch-w-Vaw(Unit,x,Pmin);0,005379;0,018348;0,019262;0,011937;0,031786;0,033653;
RSearch-w-Vaw(Unit,x,Dmin);0,009330;0,008690;0,023367;0,030613;0,021419;0,034951;
RSearch-w-Vaw(Pmin,x,No);0,006375;0,019665;0,021400;0,045083;0,035797;0,102114;
RSearch-w-Vaw(Pmin,x,Unit);0,000110;0,000369;0,001625;0,000787;0,000478;0,000815;
RSearch-w-Vaw(Pmin,x,Pmin);0,006375;0,019970;0,025245;0,045129;0,033746;0,126486;
RSearch-w-Vaw(Pmin,x,Dmin);0,000106;0,000746;0,000510;0,002050;0,001985;0,001444;
RSearch-w-Vaw(Dmin,x,No);0,003031;0,003883;0,024561;0,058087;0,026267;0,033621;
RSearch-w-Vaw(Dmin,x,Unit);0,000110;0,000369;0,001625;0,000787;0,000478;0,000815;
RSearch-w-Vaw(Dmin,x,Pmin);0,003031;0,003645;0,024561;0,057974;0,026267;0,033621;
RSearch-w-Vaw(Dmin,x,Dmin);0,000253;0,000856;0,000645;0,001012;0,002180;0,001589;


