;EXPER-ZERO-VARIANTS - MAPA;

Max Interval - Mean
Zr-NCount-all;0,084645;0,016259;0,045877;0,002649;
Zr-Vaw-all;0,276775;0,122245;0,110381;0,118641;
Zr-LRTA*-unit-all;0,039125;0,007128;0,002540;0,004943;
EZr1-NCount-neighbor;0,047549;0,011468;0,002276;0,004502;
EZr1-Vaw-neighbor;0,041629;0,003187;0,001184;0,000153;
EZr1-LRTA*-unit-neighbor;0,001636;0,016207;0,004915;0,002481;
EZr1-NCount-all;0,032432;0,012497;0,011766;0,002435;
EZr1-Vaw-all;0,116082;0,002321;0,000264;0,000472;
EZr1-LRTA*-unit-all;0,055251;0,004723;0,007073;0,004751;
EZr1x-NCount-neighbor;0,045099;0,008406;0,004695;0,011209;
EZr1x-Vaw-neighbor;0,316620;0,001060;0,001138;0,000445;
EZr1x-LRTA*-unit-neighbor;0,014142;0,012800;0,002119;0,000802;
EZr1x-NCount-all;0,012029;0,008594;0,007137;0,011244;
EZr1x-Vaw-all;0,203941;0,002129;0,000500;0,000691;
EZr1x-LRTA*-unit-all;0,028896;0,010330;0,004929;0,004558;
EZr2-NCount-neighbor;0,008413;0,009295;0,004329;0,003568;
EZr2-Vaw-neighbor;0,328779;0,001011;0,000735;0,000203;
EZr2-LRTA*-unit-neighbor;0,024163;0,010719;0,007694;0,004521;
EZr2-NCount-all;0,069484;0,016760;0,006144;0,007134;
EZr2-Vaw-all;0,088732;0,002783;0,001085;0,000550;
EZr2-LRTA*-unit-all;0,061186;0,004445;0,002886;0,004655;


SDF - Mean
;1;5;10;15;
Zr-NCount-neighbor;0,000008;0,000024;0,000046;0,000073;
Zr-Vaw-neighbor;0,004662;0,018828;0,018713;0,028475;
Zr-LRTA*-unit-neighbor;0,003024;0,019897;0,045192;0,072966;
Zr-NCount-all;0,000008;0,000018;0,000039;0,000081;
Zr-Vaw-all;0,004750;0,019515;0,025901;0,069928;
Zr-LRTA*-unit-all;0,003023;0,020571;0,046549;0,075059;
EZr1-NCount-neighbor;0,000008;0,000013;0,000021;0,000033;
EZr1-Vaw-neighbor;0,005023;0,015897;0,038825;0,064490;
EZr1-LRTA*-unit-neighbor;0,002959;0,021850;0,048568;0,076306;
EZr1-NCount-all;0,000009;0,000013;0,000019;0,000022;
EZr1-Vaw-all;0,004843;0,015178;0,038116;0,063916;
EZr1-LRTA*-unit-all;0,002955;0,021924;0,049078;0,077289;
EZr1x-NCount-neighbor;0,000008;0,000016;0,000021;0,000033;
EZr1x-Vaw-neighbor;0,002590;0,015819;0,038786;0,064056;
EZr1x-LRTA*-unit-neighbor;0,002969;0,019318;0,042855;0,067813;
EZr1x-NCount-all;0,000008;0,000014;0,000019;0,000033;
EZr1x-Vaw-all;0,004424;0,015297;0,038201;0,063315;
EZr1x-LRTA*-unit-all;0,002987;0,019216;0,042534;0,067302;
EZr2-NCount-neighbor;0,000007;0,000015;0,000020;0,000028;
EZr2-Vaw-neighbor;0,004684;0,015808;0,038748;0,064375;
EZr2-LRTA*-unit-neighbor;0,003011;0,024487;0,056250;0,090191;
EZr2-NCount-all;0,000009;0,000016;0,000018;0,000025;
EZr2-Vaw-all;0,003768;0,015258;0,038153;0,063895;
EZr2-LRTA*-unit-all;0,003028;0,024722;0,057203;0,092215;


SDF - StdDev
;1;5;10;15;
Zr-NCount-neighbor;0,000001;0,000002;0,000004;0,000022;
Zr-Vaw-neighbor;0,000256;0,007063;0,000125;0,000430;
Zr-LRTA*-unit-neighbor;0,000017;0,000144;0,000045;0,000012;
Zr-NCount-all;0,000001;0,000001;0,000004;0,000013;
Zr-Vaw-all;0,000716;0,004091;0,020542;0,003850;
