;EXPER-ZERO-VARIANTS - COMPLETE50;

Max Interval - Mean
Zr-NCount-all;0,011123;0,003642;0,002874;0,001348;
Zr-Vaw-all;0,000000;0,116623;0,082467;0,091225;
Zr-LRTA*-unit-all;0,009339;0,002022;0,002065;0,001096;
EZr1-NCount-neighbor;0,012108;0,002572;0,001758;0,001417;
EZr1-Vaw-neighbor;0,000000;0,001095;0,000778;0,000487;
EZr1-LRTA*-unit-neighbor;0,012098;0,002082;0,000972;0,000541;
EZr1-NCount-all;0,003840;0,002824;0,000772;0,000906;
EZr1-Vaw-all;0,000000;0,001777;0,000498;0,000601;
EZr1-LRTA*-unit-all;0,005985;0,003486;0,001349;0,001073;
EZr1x-NCount-neighbor;0,005346;0,002444;0,001475;0,000915;
EZr1x-Vaw-neighbor;0,000000;0,000501;0,000859;0,000700;
EZr1x-LRTA*-unit-neighbor;0,008739;0,001047;0,001021;0,000290;
EZr1x-NCount-all;0,007347;0,005249;0,001735;0,000465;
EZr1x-Vaw-all;0,000000;0,003184;0,001001;0,000513;
EZr1x-LRTA*-unit-all;0,005966;0,003834;0,000993;0,001105;
EZr2-NCount-neighbor;0,004915;0,002924;0,001627;0,001072;
EZr2-Vaw-neighbor;0,000000;0,002595;0,000880;0,000448;
EZr2-LRTA*-unit-neighbor;0,002671;0,002513;0,001380;0,000719;
EZr2-NCount-all;0,010606;0,002479;0,001574;0,001754;
EZr2-Vaw-all;0,000000;0,001277;0,001180;0,000417;
EZr2-LRTA*-unit-all;0,006975;0,002066;0,000666;0,000610;


SDF - Mean
;1;5;10;15;
Zr-NCount-neighbor;0,000002;0,000015;0,000026;0,000043;
Zr-Vaw-neighbor;0,000000;0,000000;0,000000;0,000001;
Zr-LRTA*-unit-neighbor;0,000061;0,000637;0,001104;0,001501;
Zr-NCount-all;0,000002;0,000016;0,000028;0,000044;
Zr-Vaw-all;0,000000;0,000000;0,000000;0,000003;
Zr-LRTA*-unit-all;0,000065;0,000661;0,001119;0,001500;
EZr1-NCount-neighbor;0,000002;0,000012;0,000020;0,000026;
EZr1-Vaw-neighbor;0,000000;0,000371;0,000522;0,000655;
EZr1-LRTA*-unit-neighbor;0,000064;0,000544;0,000948;0,001260;
EZr1-NCount-all;0,000002;0,000012;0,000018;0,000027;
EZr1-Vaw-all;0,000000;0,000393;0,000489;0,000679;
EZr1-LRTA*-unit-all;0,000063;0,000590;0,000976;0,001248;
